Time,Load,Extension,Compressive strain (Extension),Compressive stress
"33687.76","600.3","1.227","0.01102","3.18144"
"33697.76","600.4","1.227","0.01102","3.18214"
"33707.76","600.2","1.226","0.01102","3.18108"
"33717.76","600.2","1.226","0.01102","3.18074"
"33727.76","600.1","1.226","0.01102","3.18033"
"33737.76","599.9","1.226","0.01101","3.17925"
"33747.76","599.8","1.226","0.01102","3.17856"
"33757.76","599.8","1.226","0.01102","3.17854"
"33767.76","600.0","1.226","0.01102","3.17958"
"33777.76","599.9","1.226","0.01102","3.17942"
"33787.76","599.7","1.226","0.01102","3.17814"
"33797.76","599.8","1.227","0.01102","3.17850"
"33807.76","599.7","1.227","0.01102","3.17830"
"33817.76","599.8","1.227","0.01102","3.17858"
"33827.76","599.8","1.227","0.01102","3.17866"
"33837.76","599.6","1.227","0.01102","3.17778"
"33847.76","599.7","1.227","0.01102","3.17817"
"33857.76","600.0","1.227","0.01102","3.17995"
"33867.76","599.8","1.227","0.01102","3.17863"
"33877.76","599.9","1.227","0.01102","3.17907"
"33887.76","599.9","1.227","0.01102","3.17936"
"33897.76","600.0","1.227","0.01102","3.17964"
"33907.76","599.9","1.227","0.01102","3.17941"
"33917.76","599.8","1.227","0.01102","3.17860"
"33927.76","599.9","1.227","0.01102","3.17935"
"33937.76","599.9","1.227","0.01102","3.17946"
"33947.76","599.8","1.227","0.01102","3.17873"
"33957.76","599.8","1.227","0.01102","3.17859"
"33967.76","599.5","1.227","0.01102","3.17707"
"33977.76","599.9","1.227","0.01102","3.17952"
"33987.76","599.9","1.227","0.01102","3.17929"
"33997.76","599.9","1.227","0.01102","3.17948"
"34007.76","600.1","1.227","0.01102","3.18027"
"34017.76","600.1","1.227","0.01102","3.18053"
"34027.76","600.1","1.227","0.01102","3.18037"
"34037.76","600.1","1.227","0.01102","3.18014"
"34047.76","600.0","1.227","0.01102","3.17960"
"34057.76","600.0","1.227","0.01102","3.17968"
"34067.76","600.0","1.227","0.01102","3.17997"
"34077.76","599.8","1.227","0.01102","3.17875"
"34087.76","599.9","1.227","0.01102","3.17902"
"34097.76","599.8","1.227","0.01102","3.17879"
"34107.76","599.9","1.227","0.01102","3.17927"
"34117.76","600.2","1.227","0.01102","3.18106"
"34127.76","600.4","1.227","0.01102","3.18173"
"34137.76","600.3","1.227","0.01102","3.18134"
"34147.76","600.3","1.227","0.01102","3.18113"
"34157.76","600.2","1.227","0.01102","3.18088"
"34167.76","600.1","1.227","0.01102","3.18013"
"34177.76","600.3","1.227","0.01102","3.18137"
"34187.76","600.1","1.227","0.01102","3.18037"
"34197.76","600.2","1.227","0.01102","3.18096"
"34207.76","600.2","1.227","0.01102","3.18070"
"34217.76","600.1","1.227","0.01102","3.18024"
"34227.76","600.1","1.227","0.01102","3.18018"
"34237.76","600.1","1.227","0.01102","3.18013"
"34247.76","600.0","1.227","0.01102","3.17954"
"34257.76","600.1","1.227","0.01102","3.18008"
"34267.76","600.1","1.227","0.01102","3.18025"
"34277.76","600.0","1.227","0.01102","3.17990"
"34287.76","600.1","1.227","0.01102","3.18012"
"34297.76","600.1","1.227","0.01102","3.18045"
"34307.76","600.1","1.227","0.01102","3.18055"
"34317.76","600.1","1.227","0.01102","3.18048"
"34327.76","600.3","1.227","0.01102","3.18118"
"34337.76","600.1","1.227","0.01102","3.18034"
"34347.76","600.0","1.227","0.01102","3.17985"
"34357.76","600.0","1.227","0.01102","3.17966"
"34367.76","600.1","1.227","0.01102","3.18027"
"34377.76","600.2","1.227","0.01102","3.18108"
"34387.76","600.2","1.227","0.01102","3.18111"
"34397.76","600.1","1.227","0.01102","3.18010"
"34407.76","600.0","1.227","0.01102","3.17979"
"34417.76","600.0","1.227","0.01102","3.18004"
"34427.76","600.0","1.227","0.01102","3.17965"
"34437.76","599.9","1.227","0.01102","3.17925"
"34447.76","599.9","1.227","0.01102","3.17925"
"34457.76","599.8","1.227","0.01102","3.17897"
"34467.76","599.9","1.227","0.01102","3.17946"
"34477.76","600.1","1.227","0.01102","3.18054"
"34487.76","600.0","1.227","0.01102","3.18002"
"34497.76","600.0","1.227","0.01102","3.18005"
"34507.76","600.1","1.227","0.01102","3.18015"
"34517.76","599.9","1.227","0.01102","3.17929"
"34527.76","599.8","1.227","0.01102","3.17873"
"34537.76","599.9","1.227","0.01102","3.17937"
"34547.76","600.0","1.227","0.01102","3.17991"
"34557.76","600.1","1.227","0.01102","3.18053"
"34567.76","600.0","1.227","0.01102","3.18005"
"34577.76","600.0","1.227","0.01102","3.17985"
"34587.76","599.8","1.227","0.01102","3.17873"
"34597.76","599.8","1.227","0.01102","3.17859"
"34607.76","600.0","1.227","0.01102","3.17986"
"34617.76","599.8","1.227","0.01102","3.17887"
"34627.76","599.9","1.227","0.01102","3.17915"
"34637.76","599.9","1.227","0.01102","3.17921"
"34647.76","600.0","1.227","0.01102","3.17956"
"34657.76","599.9","1.227","0.01102","3.17923"
"34667.76","599.9","1.227","0.01102","3.17926"
"34677.76","599.9","1.227","0.01102","3.17922"
"34687.76","599.8","1.227","0.01102","3.17898"
"34697.76","599.8","1.227","0.01102","3.17893"
"34707.76","599.7","1.227","0.01102","3.17838"
"34717.76","599.9","1.227","0.01102","3.17910"
"34727.76","599.9","1.227","0.01102","3.17924"
"34737.76","599.7","1.227","0.01102","3.17843"
"34747.76","599.7","1.227","0.01102","3.17799"
"34757.76","599.7","1.227","0.01102","3.17815"
"34767.76","599.8","1.227","0.01102","3.17863"
"34777.76","600.0","1.227","0.01102","3.17988"
"34787.76","600.0","1.227","0.01102","3.17996"
"34797.76","600.1","1.227","0.01102","3.18034"
"34807.76","599.9","1.227","0.01102","3.17929"
"34817.76","599.9","1.227","0.01102","3.17949"
"34827.76","599.9","1.227","0.01102","3.17947"
"34837.76","600.0","1.227","0.01102","3.17971"
"34847.76","599.9","1.227","0.01102","3.17943"
"34857.76","600.1","1.227","0.01102","3.18030"
"34867.76","599.9","1.227","0.01102","3.17931"
"34877.76","600.1","1.227","0.01102","3.18033"
"34887.76","600.1","1.227","0.01102","3.18056"
"34897.76","600.0","1.227","0.01102","3.17985"
"34907.76","600.1","1.227","0.01102","3.18019"
"34917.76","599.7","1.227","0.01102","3.17835"
"34927.76","599.8","1.227","0.01102","3.17852"
"34937.76","599.9","1.227","0.01103","3.17917"
"34947.76","599.9","1.227","0.01103","3.17939"
"34957.76","599.9","1.227","0.01103","3.17905"
"34967.76","599.9","1.227","0.01103","3.17918"
"34977.76","600.0","1.227","0.01103","3.17987"
"34987.76","599.9","1.227","0.01103","3.17928"
"34997.76","600.2","1.227","0.01103","3.18072"
"35007.76","600.1","1.227","0.01103","3.18044"
"35017.76","600.2","1.227","0.01103","3.18109"
"35027.76","600.2","1.227","0.01103","3.18073"
"35037.76","600.1","1.227","0.01103","3.18026"
"35047.76","600.1","1.227","0.01103","3.18054"
"35057.76","600.2","1.227","0.01102","3.18101"
"35067.76","600.3","1.227","0.01102","3.18152"
"35077.76","600.4","1.227","0.01102","3.18173"
"35087.76","600.4","1.227","0.01102","3.18191"
"35097.76","600.2","1.227","0.01102","3.18064"
"35107.76","600.2","1.227","0.01102","3.18099"
"35117.76","600.4","1.227","0.01102","3.18166"
"35127.76","600.2","1.227","0.01102","3.18078"
"35137.76","600.1","1.227","0.01102","3.18023"
"35147.76","599.9","1.227","0.01102","3.17928"
"35157.76","599.9","1.227","0.01102","3.17907"
"35167.76","599.7","1.227","0.01102","3.17835"
"35177.76","599.9","1.227","0.01102","3.17918"
"35187.76","600.0","1.227","0.01102","3.17973"
"35197.76","599.9","1.227","0.01102","3.17918"
"35207.76","599.9","1.227","0.01102","3.17943"
"35217.76","599.9","1.227","0.01102","3.17950"
"35227.76","599.8","1.227","0.01102","3.17878"
"35237.76","599.9","1.227","0.01102","3.17911"
"35247.76","599.8","1.227","0.01102","3.17853"
"35257.76","600.0","1.227","0.01102","3.17959"
"35267.76","599.9","1.227","0.01102","3.17930"
"35277.76","599.8","1.227","0.01102","3.17883"
"35287.76","599.8","1.227","0.01102","3.17896"
"35297.76","599.8","1.227","0.01102","3.17895"
"35307.76","600.0","1.227","0.01102","3.17991"
"35317.76","600.0","1.227","0.01102","3.17990"
"35327.76","599.8","1.227","0.01102","3.17877"
"35337.76","599.9","1.227","0.01103","3.17951"
"35347.76","599.9","1.227","0.01103","3.17927"
"35357.76","599.8","1.227","0.01103","3.17863"
"35367.76","599.7","1.227","0.01103","3.17810"
"35377.76","599.7","1.227","0.01103","3.17817"
"35387.76","600.1","1.228","0.01103","3.18047"
"35397.76","600.1","1.228","0.01103","3.18015"
"35407.76","599.9","1.228","0.01103","3.17936"
"35417.76","600.2","1.228","0.01103","3.18086"
"35427.76","600.2","1.227","0.01103","3.18088"
"35437.76","600.1","1.227","0.01103","3.18052"
"35447.76","600.1","1.227","0.01103","3.18009"
"35457.76","600.1","1.227","0.01103","3.18040"
"35467.76","600.1","1.227","0.01103","3.18008"
"35477.76","600.0","1.227","0.01103","3.17999"
"35487.76","600.0","1.227","0.01103","3.17968"
"35497.76","599.9","1.227","0.01103","3.17938"
"35507.76","599.9","1.227","0.01103","3.17936"
"35517.76","600.1","1.227","0.01103","3.18035"
"35527.76","600.0","1.227","0.01103","3.17989"
"35537.76","600.0","1.227","0.01103","3.17987"
"35547.76","600.1","1.227","0.01103","3.18034"
"35557.76","600.0","1.227","0.01103","3.17988"
"35567.76","600.0","1.227","0.01103","3.17964"
"35577.76","600.0","1.227","0.01103","3.17962"
"35587.76","600.1","1.227","0.01103","3.18048"
"35597.76","600.2","1.227","0.01103","3.18064"
"35607.76","600.3","1.227","0.01102","3.18151"
"35617.76","600.3","1.227","0.01102","3.18117"
"35627.76","600.2","1.227","0.01102","3.18100"
"35637.76","600.2","1.227","0.01102","3.18067"
"35647.76","600.2","1.227","0.01102","3.18066"
"35657.76","600.2","1.227","0.01102","3.18092"
"35667.76","600.2","1.227","0.01102","3.18070"
"35677.76","600.0","1.227","0.01102","3.17977"
"35687.76","600.1","1.227","0.01102","3.18056"
"35697.76","600.0","1.227","0.01102","3.17974"
"35707.76","599.8","1.227","0.01102","3.17893"
"35717.76","600.0","1.227","0.01102","3.17981"
"35727.76","599.7","1.227","0.01102","3.17820"
"35737.76","599.9","1.227","0.01102","3.17900"
"35747.76","599.9","1.227","0.01102","3.17935"
"35757.76","599.9","1.227","0.01102","3.17929"
"35767.76","600.0","1.227","0.01102","3.17954"
"35777.76","599.9","1.227","0.01102","3.17909"
"35787.76","599.8","1.227","0.01102","3.17864"
"35797.76","599.7","1.227","0.01102","3.17845"
"35807.76","599.9","1.227","0.01102","3.17938"
"35817.76","599.7","1.227","0.01102","3.17826"
"35827.76","599.8","1.227","0.01102","3.17888"
"35837.76","599.9","1.227","0.01102","3.17918"
"35847.76","599.8","1.227","0.01102","3.17890"
"35857.76","599.6","1.227","0.01102","3.17753"
"35867.76","599.6","1.227","0.01103","3.17789"
"35877.76","599.7","1.227","0.01103","3.17813"
"35887.76","599.7","1.227","0.01103","3.17829"
"35897.76","599.6","1.228","0.01103","3.17768"
"35907.76","599.6","1.228","0.01103","3.17777"
"35917.76","599.8","1.228","0.01103","3.17888"
"35927.76","601.0","1.228","0.01103","3.18531"
"35937.76","601.2","1.228","0.01103","3.18607"
"35947.76","601.0","1.227","0.01103","3.18527"
"35957.76","601.1","1.227","0.01102","3.18563"
"35967.76","600.7","1.227","0.01102","3.18336"
"35977.76","600.3","1.227","0.01102","3.18158"
"35987.76","600.3","1.227","0.01102","3.18157"
"35997.76","600.0","1.227","0.01102","3.17982"
"36007.76","600.1","1.227","0.01102","3.18030"
"36017.76","600.1","1.227","0.01102","3.18047"
"36027.76","600.0","1.227","0.01102","3.17996"
"36037.76","599.7","1.227","0.01102","3.17835"
"36047.76","599.7","1.227","0.01102","3.17836"
"36057.76","599.8","1.227","0.01102","3.17851"
"36067.76","599.8","1.227","0.01102","3.17848"
"36077.76","600.0","1.227","0.01102","3.17972"
"36087.76","599.6","1.227","0.01102","3.17787"
"36097.76","599.7","1.227","0.01102","3.17806"
"36107.76","599.6","1.227","0.01102","3.17758"
"36117.76","599.7","1.227","0.01102","3.17795"
"36127.76","599.7","1.227","0.01102","3.17842"
"36137.76","599.8","1.227","0.01102","3.17868"
"36147.76","599.8","1.227","0.01102","3.17864"
"36157.76","599.9","1.227","0.01102","3.17925"
"36167.76","600.0","1.227","0.01102","3.17962"
"36177.76","599.9","1.227","0.01102","3.17908"
"36187.76","600.0","1.227","0.01102","3.17997"
"36197.76","599.9","1.227","0.01102","3.17923"
"36207.76","600.1","1.227","0.01102","3.18021"
"36217.76","599.9","1.227","0.01102","3.17947"
"36227.76","600.1","1.227","0.01102","3.18013"
"36237.76","600.0","1.227","0.01102","3.17954"
"36247.76","599.9","1.227","0.01102","3.17944"
"36257.76","599.7","1.227","0.01102","3.17826"
"36267.76","599.9","1.227","0.01102","3.17935"
"36277.76","599.8","1.227","0.01102","3.17890"
"36287.76","600.1","1.227","0.01102","3.18021"
"36297.76","599.9","1.227","0.01103","3.17917"
"36307.76","600.0","1.227","0.01103","3.17965"
"36317.76","600.1","1.227","0.01103","3.18031"
"36327.76","600.1","1.227","0.01103","3.18049"
"36337.76","599.9","1.227","0.01103","3.17943"
"36347.76","599.9","1.227","0.01103","3.17935"
"36357.76","599.9","1.227","0.01103","3.17946"
"36367.76","599.9","1.227","0.01103","3.17943"
"36377.76","599.9","1.227","0.01103","3.17915"
"36387.76","599.9","1.227","0.01103","3.17906"
"36397.76","599.9","1.227","0.01103","3.17928"
"36407.76","599.8","1.227","0.01103","3.17892"
"36417.76","600.0","1.228","0.01103","3.18004"
"36427.76","600.0","1.228","0.01103","3.17984"
"36437.76","600.1","1.227","0.01103","3.18010"
"36447.76","600.0","1.227","0.01103","3.17962"
"36457.76","600.1","1.227","0.01103","3.18013"
"36467.76","600.1","1.227","0.01103","3.18047"
"36477.76","600.3","1.227","0.01103","3.18120"
"36487.76","600.2","1.227","0.01103","3.18089"
"36497.76","600.2","1.227","0.01103","3.18088"
"36507.76","600.3","1.227","0.01102","3.18160"
"36517.76","600.1","1.227","0.01102","3.18047"
"36527.76","600.2","1.227","0.01102","3.18089"
"36537.76","600.1","1.227","0.01102","3.18028"
"36547.76","600.2","1.227","0.01102","3.18070"
"36557.76","600.2","1.227","0.01102","3.18073"
"36567.76","600.1","1.227","0.01102","3.18058"
"36577.76","600.0","1.227","0.01102","3.18003"
"36587.76","600.0","1.227","0.01102","3.17986"
"36597.76","600.0","1.227","0.01102","3.17980"
"36607.76","600.0","1.227","0.01102","3.17970"
"36607.76","600.0","1.227","0.01102","3.17965"
"36607.78","599.9","1.227","0.01102","3.17952"
"36617.78","599.9","1.227","0.01102","3.17911"
"36627.78","598.9","1.227","0.01102","3.17393"
"36632.73","593.9","1.226","0.01101","3.14735"
"36642.73","589.6","1.226","0.01101","3.12454"
"36652.73","586.4","1.225","0.01100","3.10745"
"36662.73","583.0","1.225","0.01100","3.08967"
"36672.73","579.8","1.225","0.01100","3.07261"
"36682.73","576.7","1.224","0.01100","3.05646"
"36692.73","573.0","1.224","0.01099","3.03691"
"36702.73","569.8","1.224","0.01099","3.01967"
"36712.73","566.6","1.223","0.01099","3.00290"
"36722.73","563.0","1.223","0.01098","2.98354"
"36732.73","560.0","1.223","0.01098","2.96789"
"36742.73","556.6","1.222","0.01098","2.94957"
"36752.73","553.5","1.222","0.01097","2.93326"
"36762.73","549.8","1.222","0.01097","2.91375"
"36772.73","546.6","1.221","0.01097","2.89701"
"36782.73","543.2","1.221","0.01096","2.87871"
"36792.73","539.9","1.221","0.01096","2.86124"
"36802.73","536.6","1.220","0.01096","2.84357"
"36812.73","533.4","1.220","0.01095","2.82675"
"36822.73","530.0","1.220","0.01095","2.80876"
"36832.73","526.5","1.219","0.01095","2.79028"
"36842.73","523.1","1.219","0.01094","2.77230"
"36852.73","519.9","1.219","0.01094","2.75555"
"36862.73","516.5","1.218","0.01093","2.73732"
"36872.73","513.0","1.218","0.01093","2.71871"
"36882.73","509.7","1.218","0.01093","2.70136"
"36892.73","506.6","1.217","0.01092","2.68457"
"36902.73","503.1","1.217","0.01092","2.66606"
"36912.73","499.6","1.217","0.01092","2.64788"
"36922.73","496.4","1.216","0.01091","2.63078"
"36932.73","493.1","1.216","0.01091","2.61304"
"36942.73","489.7","1.216","0.01091","2.59518"
"36952.73","486.5","1.215","0.01090","2.57817"
"36962.73","483.2","1.215","0.01090","2.56062"
"36972.73","479.8","1.215","0.01090","2.54289"
"36982.73","476.2","1.214","0.01089","2.52395"
"36992.73","473.1","1.214","0.01089","2.50720"
"37002.73","469.9","1.213","0.01089","2.49044"
"37012.73","466.4","1.213","0.01088","2.47178"
"37022.73","463.1","1.213","0.01088","2.45432"
"37032.73","459.9","1.212","0.01087","2.43745"
"37042.73","456.3","1.212","0.01087","2.41845"
"37052.73","453.0","1.212","0.01087","2.40098"
"37062.73","449.8","1.211","0.01086","2.38385"
"37072.73","446.3","1.211","0.01086","2.36516"
"37082.73","442.9","1.211","0.01086","2.34706"
"37092.73","439.8","1.210","0.01085","2.33098"
"37102.73","436.5","1.210","0.01085","2.31305"
"37112.73","433.2","1.209","0.01084","2.29562"
"37122.73","429.6","1.209","0.01084","2.27668"
"37132.73","426.4","1.209","0.01084","2.25974"
"37142.73","423.1","1.208","0.01083","2.24236"
"37152.73","419.7","1.208","0.01083","2.22419"
"37162.73","416.3","1.207","0.01082","2.20616"
"37172.73","413.2","1.207","0.01082","2.18979"
"37182.73","409.8","1.206","0.01082","2.17183"
"37192.73","406.6","1.206","0.01081","2.15465"
"37202.73","403.2","1.205","0.01081","2.13668"
"37212.30","400.0","1.205","0.01080","2.11982"
"37212.30","400.0","1.205","0.01080","2.11973"
"37212.30","400.0","1.205","0.01080","2.11966"
"37222.30","399.8","1.205","0.01080","2.11865"
"37232.30","399.8","1.205","0.01080","2.11890"
"37242.30","399.9","1.205","0.01080","2.11927"
"37252.30","400.2","1.205","0.01080","2.12093"
"37262.30","400.3","1.205","0.01080","2.12167"
"37272.30","400.0","1.205","0.01080","2.11993"
"37282.30","399.3","1.205","0.01080","2.11625"
"37292.30","399.3","1.205","0.01080","2.11611"
"37302.30","399.4","1.205","0.01080","2.11651"
"37312.30","399.4","1.205","0.01080","2.11683"
"37322.30","399.4","1.205","0.01080","2.11689"
"37332.30","399.4","1.205","0.01080","2.11657"
"37342.30","399.5","1.205","0.01080","2.11695"
"37352.30","399.4","1.205","0.01080","2.11682"
"37362.30","399.7","1.205","0.01080","2.11818"
"37372.30","399.4","1.205","0.01081","2.11684"
"37382.30","399.8","1.206","0.01081","2.11865"
"37392.30","399.9","1.206","0.01081","2.11957"
"37402.30","400.1","1.206","0.01081","2.12032"
"37412.30","400.0","1.206","0.01081","2.12011"
"37422.30","400.1","1.206","0.01081","2.12041"
"37432.30","400.0","1.206","0.01081","2.11968"
"37442.30","399.9","1.206","0.01081","2.11934"
"37452.30","399.9","1.206","0.01081","2.11952"
"37462.30","400.1","1.206","0.01081","2.12018"
"37472.30","400.0","1.206","0.01081","2.11973"
"37482.30","400.0","1.206","0.01081","2.12011"
"37492.30","400.0","1.206","0.01081","2.12009"
"37502.30","400.0","1.206","0.01081","2.12012"
"37512.30","399.9","1.206","0.01081","2.11922"
"37522.30","399.8","1.206","0.01081","2.11903"
"37532.30","400.1","1.206","0.01081","2.12024"
"37542.30","399.7","1.206","0.01081","2.11852"
"37552.30","399.7","1.206","0.01081","2.11813"
"37562.30","400.0","1.206","0.01081","2.11992"
"37572.30","400.1","1.206","0.01081","2.12019"
"37582.30","400.1","1.206","0.01081","2.12048"
"37592.30","400.1","1.206","0.01081","2.12061"
"37602.30","400.3","1.206","0.01081","2.12121"
"37612.30","400.0","1.206","0.01081","2.11991"
"37622.30","400.2","1.206","0.01081","2.12096"
"37632.30","400.0","1.206","0.01081","2.11967"
"37642.30","399.9","1.206","0.01081","2.11909"
"37652.30","399.9","1.206","0.01081","2.11931"
"37662.30","399.9","1.206","0.01081","2.11931"
"37672.30","399.8","1.206","0.01081","2.11869"
"37682.30","399.7","1.206","0.01081","2.11840"
"37692.30","399.7","1.206","0.01081","2.11851"
"37702.30","399.7","1.206","0.01081","2.11840"
"37712.30","399.9","1.206","0.01081","2.11945"
"37722.30","399.9","1.206","0.01081","2.11925"
"37732.30","400.0","1.206","0.01081","2.11969"
"37742.30","400.0","1.206","0.01081","2.11986"
"37752.30","400.0","1.206","0.01081","2.11998"
"37762.30","400.1","1.206","0.01081","2.12061"
"37772.30","400.2","1.206","0.01081","2.12115"
"37782.30","400.3","1.206","0.01081","2.12135"
"37792.30","400.3","1.206","0.01081","2.12133"
"37802.30","400.4","1.206","0.01081","2.12197"
"37812.30","400.4","1.206","0.01081","2.12200"
"37822.30","400.3","1.206","0.01081","2.12163"
"37832.30","400.3","1.206","0.01081","2.12167"
"37842.30","400.4","1.206","0.01081","2.12209"
"37852.30","400.2","1.206","0.01081","2.12097"
"37862.30","400.2","1.205","0.01081","2.12105"
"37872.30","400.3","1.205","0.01081","2.12137"
"37882.30","400.4","1.205","0.01080","2.12205"
"37892.30","400.3","1.205","0.01080","2.12139"
"37902.30","400.2","1.205","0.01080","2.12067"
"37912.30","400.1","1.205","0.01080","2.12016"
"37922.30","400.1","1.205","0.01080","2.12021"
"37932.30","399.9","1.205","0.01080","2.11950"
"37942.30","400.0","1.205","0.01080","2.11964"
"37952.30","400.0","1.205","0.01080","2.11990"
"37962.30","400.0","1.205","0.01080","2.11965"
"37972.30","399.8","1.205","0.01080","2.11880"
"37982.30","399.8","1.205","0.01080","2.11894"
"37992.30","400.0","1.205","0.01080","2.11967"
"38002.30","399.9","1.205","0.01080","2.11920"
"38012.30","399.9","1.205","0.01080","2.11954"
"38022.30","400.0","1.205","0.01080","2.12010"
"38032.30","400.1","1.205","0.01080","2.12045"
"38042.30","400.1","1.205","0.01080","2.12056"
"38052.30","399.9","1.205","0.01080","2.11924"
"38062.30","400.0","1.205","0.01080","2.12010"
"38072.30","399.9","1.205","0.01080","2.11916"
"38082.30","400.0","1.205","0.01080","2.11983"
"38092.30","399.9","1.205","0.01080","2.11953"
"38102.30","400.1","1.205","0.01080","2.12020"
"38112.30","400.0","1.205","0.01080","2.11988"
"38122.30","400.0","1.205","0.01080","2.11997"
"38132.30","400.1","1.205","0.01080","2.12057"
"38142.30","400.0","1.205","0.01080","2.12007"
"38152.30","399.9","1.205","0.01080","2.11954"
"38162.30","400.0","1.205","0.01080","2.11966"
"38172.30","399.8","1.205","0.01080","2.11899"
"38182.30","400.1","1.205","0.01080","2.12052"
"38192.30","400.0","1.205","0.01080","2.11983"
"38202.30","400.0","1.205","0.01080","2.11990"
"38212.30","400.1","1.205","0.01080","2.12019"
"38222.30","400.2","1.205","0.01080","2.12066"
"38232.30","400.1","1.205","0.01080","2.12026"
"38242.30","400.0","1.205","0.01080","2.11968"
"38252.30","400.1","1.205","0.01080","2.12016"
"38262.30","400.0","1.205","0.01080","2.12004"
"38272.30","399.8","1.205","0.01080","2.11902"
"38282.30","399.9","1.205","0.01080","2.11910"
"38292.30","399.9","1.205","0.01080","2.11925"
"38302.30","400.0","1.205","0.01080","2.11991"
"38312.30","400.0","1.205","0.01080","2.11990"
"38322.30","399.9","1.205","0.01080","2.11954"
"38332.30","400.0","1.205","0.01080","2.11973"
"38342.30","399.8","1.205","0.01080","2.11859"
"38352.30","399.8","1.205","0.01080","2.11895"
"38362.30","400.0","1.205","0.01080","2.11963"
"38372.30","399.8","1.205","0.01080","2.11895"
"38382.30","400.0","1.205","0.01080","2.11978"
"38392.30","400.1","1.205","0.01080","2.12022"
"38402.30","400.1","1.205","0.01080","2.12042"
"38412.30","399.9","1.205","0.01080","2.11951"
"38422.30","399.7","1.205","0.01080","2.11842"
"38432.30","399.8","1.205","0.01080","2.11854"
"38442.30","399.7","1.205","0.01081","2.11807"
"38452.30","399.6","1.205","0.01081","2.11780"
"38462.30","399.7","1.206","0.01081","2.11804"
"38472.30","400.0","1.206","0.01081","2.11963"
"38482.30","399.9","1.206","0.01081","2.11938"
"38492.30","399.6","1.206","0.01081","2.11791"
"38502.30","399.9","1.206","0.01081","2.11944"
"38512.30","399.8","1.206","0.01081","2.11856"
"38522.30","400.0","1.206","0.01081","2.11970"
"38532.30","399.7","1.206","0.01081","2.11836"
"38542.30","399.7","1.206","0.01081","2.11849"
"38552.30","400.0","1.206","0.01081","2.11983"
"38562.30","399.9","1.206","0.01081","2.11943"
"38572.30","400.2","1.206","0.01081","2.12104"
"38582.30","400.1","1.206","0.01081","2.12026"
"38592.30","399.9","1.206","0.01081","2.11951"
"38602.30","399.8","1.206","0.01081","2.11894"
"38612.30","400.1","1.206","0.01081","2.12012"
"38622.30","400.0","1.206","0.01081","2.11969"
"38632.30","400.0","1.206","0.01081","2.12004"
"38642.30","400.2","1.206","0.01081","2.12081"
"38652.30","399.9","1.206","0.01081","2.11948"
"38662.30","399.9","1.206","0.01081","2.11917"
"38672.30","399.9","1.206","0.01081","2.11950"
"38682.30","400.1","1.206","0.01081","2.12056"
"38692.30","400.1","1.206","0.01081","2.12023"
"38702.30","400.2","1.206","0.01081","2.12091"
"38712.30","400.3","1.206","0.01081","2.12149"
"38722.30","400.2","1.206","0.01081","2.12086"
"38732.30","400.2","1.206","0.01081","2.12092"
"38742.30","400.1","1.206","0.01081","2.12057"
"38752.30","399.9","1.206","0.01081","2.11933"
"38762.30","400.0","1.206","0.01081","2.11999"
"38772.30","400.1","1.206","0.01081","2.12038"
"38782.30","400.1","1.206","0.01081","2.12022"
"38792.30","400.1","1.206","0.01081","2.12043"
"38802.30","400.2","1.206","0.01081","2.12083"
"38812.30","400.2","1.205","0.01081","2.12108"
"38822.30","400.4","1.205","0.01081","2.12183"
"38832.30","400.4","1.205","0.01080","2.12185"
"38842.30","400.3","1.205","0.01080","2.12164"
"38852.30","400.3","1.205","0.01080","2.12150"
"38862.30","400.4","1.205","0.01080","2.12176"
"38872.30","400.1","1.205","0.01080","2.12039"
"38882.30","400.2","1.205","0.01080","2.12087"
"38892.30","400.1","1.205","0.01080","2.12036"
"38902.30","399.9","1.205","0.01080","2.11949"
"38912.30","400.0","1.205","0.01080","2.12003"
"38922.30","400.0","1.205","0.01080","2.12006"
"38932.30","400.0","1.205","0.01080","2.11985"
"38942.30","400.0","1.205","0.01080","2.11988"
"38952.30","400.0","1.205","0.01080","2.12003"
"38962.30","400.1","1.205","0.01080","2.12038"
"38972.30","400.1","1.205","0.01080","2.12023"
"38982.30","400.0","1.205","0.01080","2.11986"
"38992.30","400.0","1.205","0.01080","2.11990"
"39002.30","400.0","1.205","0.01080","2.12011"
"39012.30","399.9","1.205","0.01080","2.11956"
"39022.30","399.8","1.205","0.01080","2.11874"
"39032.30","399.9","1.205","0.01080","2.11923"
"39042.30","399.8","1.205","0.01080","2.11888"
"39052.30","399.7","1.205","0.01080","2.11842"
"39062.30","399.7","1.205","0.01080","2.11834"
"39072.30","399.5","1.205","0.01080","2.11705"
"39082.30","399.6","1.205","0.01080","2.11753"
"39092.30","399.7","1.205","0.01080","2.11805"
"39102.30","399.8","1.205","0.01080","2.11882"
"39112.30","399.8","1.205","0.01080","2.11886"
"39122.30","399.9","1.205","0.01080","2.11941"
"39132.30","399.7","1.205","0.01080","2.11850"
"39142.30","399.8","1.205","0.01080","2.11898"
"39152.30","399.7","1.205","0.01080","2.11848"
"39162.30","399.8","1.205","0.01080","2.11860"
"39172.30","399.8","1.205","0.01081","2.11895"
"39182.30","399.9","1.205","0.01081","2.11911"
"39192.30","400.0","1.205","0.01081","2.11981"
"39202.30","400.0","1.205","0.01081","2.11960"
"39212.30","400.1","1.205","0.01081","2.12014"
